"cluster","gene","grouping"
"3975","api7452","EfaB_PLUS_11414.g978","Eimeria"
"3976","api7453","EfaB_MINUS_274.g33","Eimeria"
"3977","api7455","EfaB_PLUS_42416.g2586","Eimeria"
"3978","api7456","EfaB_PLUS_10843.g911","Eimeria"
"3979","api7457","EfaB_PLUS_53301.g2778","Eimeria"
"3980","api7458","EfaB_MINUS_50054.g2839","Eimeria"
"3981","api7459","EfaB_PLUS_21840.g1791","Eimeria"
"3982","api746","EfaB_PLUS_6035.g580","conserved"
"3983","api7460","EfaB_PLUS_28105.g2226","Eimeria"
"3984","api7461","EfaB_MINUS_34010.g2538","Eimeria"
"3985","api7462","EfaB_PLUS_33854.g2419","Eimeria"
"3986","api7463","EfaB_PLUS_7048.g688","Eimeria"
"3987","api7464","EfaB_PLUS_7048.g667","Eimeria"
"3988","api7465","EfaB_PLUS_7048.g668","Eimeria"
"3989","api7466","EfaB_MINUS_17764.g1590","Eimeria"
"3990","api7467","EfaB_MINUS_22450.g1941","Eimeria"
"3991","api7468","EfaB_MINUS_1048.g129","Eimeria"
"3992","api7469","EfaB_MINUS_25398.g2167","Eimeria"
"3993","api747","EfaB_MINUS_21981.g1888","conserved"
"3994","api7471","EfaB_MINUS_21981.g1887","Eimeria"
"3995","api7472","EfaB_PLUS_28105.g2232","Eimeria"
"3996","api7473","EfaB_MINUS_2336.g270","Eimeria"
"3997","api7474","EfaB_MINUS_28203.g2324","Eimeria"
"3998","api7475","EfaB_PLUS_25458.g2097","Eimeria"
"3999","api7476","EfaB_PLUS_39892.g2557","Eimeria"
"4000","api7478","EfaB_PLUS_27555.g2208","Eimeria"
"4001","api7479","EfaB_PLUS_25177.g2061","Eimeria"
"4002","api748","EfaB_MINUS_800.g76","conserved"
"4003","api7481","EfaB_MINUS_31746.g2446","Eimeria"
"4004","api7482","EfaB_PLUS_25458.g2118","Eimeria"
"4005","api7483","EfaB_MINUS_14978.g1273","Eimeria"
"4006","api7484","EfaB_MINUS_22450.g1918","Eimeria"
"4007","api7485","EfaB_PLUS_20371.g1682","Eimeria"
"4008","api7486","EfaB_MINUS_45924.g2786","Eimeria"
"4009","api7487","EfaB_MINUS_27413.g2291","Eimeria"
"4010","api7488","EfaB_MINUS_23272.g2039","Eimeria"
"4011","api7489","EfaB_MINUS_36188.g2584","Eimeria"
"4012","api749","EfaB_MINUS_5792.g540","conserved"
"4013","api7491","EfaB_PLUS_22450.g1869","Eimeria"
"4014","api7492","EfaB_MINUS_32574.g2472","Eimeria"
"4015","api7493","EfaB_MINUS_7099.g709","Eimeria"
"4016","api7494","EfaB_MINUS_42416.g2695","Eimeria"
"4017","api7495","EfaB_MINUS_7742.g734","Eimeria"
"4018","api7496","EfaB_MINUS_7742.g735","Eimeria"
"4019","api7498","EfaB_MINUS_56725.g2926","Eimeria"
"4020","api7499","EfaB_MINUS_15349.g1311","Eimeria"
"4021","api75","EfaB_MINUS_34010.g2530","conserved"
"4022","api75","EfaB_MINUS_38801.g2634","conserved"
"4023","api75","EfaB_PLUS_22284.g1821","conserved"
"4024","api75","EfaB_PLUS_31498.g2286","conserved"
"4025","api750","EfaB_PLUS_228.g18","conserved"
"4026","api751","EfaB_MINUS_26831.g2264","conserved"
"4027","api752","EfaB_MINUS_33184.g2495","conserved"
"4028","api753","EfaB_MINUS_4789.g436","conserved"
"4029","api754","EfaB_MINUS_8664.g847","conserved"
"4030","api755","EfaB_PLUS_9382.g882","conserved"
"4031","api756","EfaB_PLUS_22450.g1827","conserved"
"4032","api757","EfaB_MINUS_11882.g1039","conserved"
"4033","api758","EfaB_PLUS_31498.g2296","conserved"
"4034","api759","EfaB_PLUS_25177.g2052","conserved"
"4035","api76","EfaB_PLUS_7048.g678","conserved"
"4036","api760","EfaB_PLUS_17096.g1461","conserved"
"4037","api761","EfaB_MINUS_15648.g1389","conserved"
"4038","api7615","EfaB_PLUS_34010.g2450","Coccidia"
"4039","api7617","EfaB_MINUS_9917.g908","ApicomplexaC"
"4040","api762","EfaB_PLUS_12616.g1082","conserved"
"4041","api7625","EfaB_MINUS_17907.g1639","ApicomplexaC"
"4042","api763","EfaB_PLUS_3469.g372","conserved"
"4043","api7631","EfaB_PLUS_52892.g2767","ApicomplexaC"
"4044","api7632","EfaB_MINUS_276.g37","ApicomplexaC"
"4045","api764","EfaB_PLUS_26831.g2174","conserved"
"4046","api7642","EfaB_PLUS_1307.g158","ApicomplexaC"
"4047","api765","EfaB_PLUS_49504.g2691","conserved"
"4048","api7655","EfaB_PLUS_58361.g2869","ApicomplexaC"
"4049","api766","EfaB_PLUS_6035.g583","conserved"
"4050","api7664","EfaB_MINUS_22494.g1957","ApicomplexaC"
"4051","api7668","EfaB_MINUS_17096.g1537","conserved"
"4052","api767","EfaB_MINUS_902.g105","conserved"
"4053","api7677","EfaB_PLUS_24117.g1970","ApicomplexaC"
"4054","api7678","EfaB_MINUS_2074.g241","Coccidia"
"4055","api768","EfaB_PLUS_7742.g772","conserved"
"4056","api7680","EfaB_MINUS_24117.g2094","Eimeria"
"4057","api7683","EfaB_MINUS_18587.g1665","Coccidia"
"4058","api7689","EfaB_MINUS_23210.g2035","Coccidia"
"4059","api769","EfaB_MINUS_31151.g2361","conserved"
"4060","api7691","EfaB_PLUS_24701.g2023","Coccidia"
"4061","api7692","EfaB_PLUS_25458.g2122","Coccidia"
"4062","api7693","EfaB_MINUS_38343.g2624","Coccidia"
"4063","api7694","EfaB_MINUS_1068.g136","Coccidia"
"4064","api7695","EfaB_MINUS_28105.g2310","Coccidia"
"4065","api7696","EfaB_MINUS_6929.g628","Coccidia"
"4066","api7697","EfaB_MINUS_19717.g1722","Coccidia"
"4067","api7698","EfaB_PLUS_26831.g2182","Coccidia"
"4068","api770","EfaB_MINUS_22960.g1977","conserved"
"4069","api7704","EfaB_MINUS_14978.g1267","Coccidia"
"4070","api7705","EfaB_PLUS_22450.g1830","Coccidia"
"4071","api7706","EfaB_PLUS_32658.g2382","Coccidia"
"4072","api7708","EfaB_PLUS_7742.g794","Coccidia"
"4073","api7709","EfaB_MINUS_2526.g315","Coccidia"
"4074","api771","EfaB_MINUS_13227.g1182","conserved"
"4075","api7711","EfaB_MINUS_4397.g420","Coccidia"
"4076","api7713","EfaB_PLUS_6035.g571","Coccidia"
"4077","api7714","EfaB_PLUS_43533.g2632","Coccidia"
"4078","api7715","EfaB_MINUS_11124.g974","Coccidia"
"4079","api7716","EfaB_MINUS_15349.g1307","Coccidia"
"4080","api7718","EfaB_PLUS_20412.g1709","Coccidia"
"4081","api7719","EfaB_PLUS_30201.g2268","Coccidia"
"4082","api772","EfaB_PLUS_7048.g653","conserved"
"4083","api7724","EfaB_PLUS_22450.g1835","Coccidia"
"4084","api7725","EfaB_PLUS_18587.g1583","Coccidia"
"4085","api7726","EfaB_MINUS_22450.g1944","Coccidia"
"4086","api7727","EfaB_MINUS_13441.g1212","Coccidia"
"4087","api7729","EfaB_PLUS_31498.g2298","conserved"
"4088","api773","EfaB_PLUS_14978.g1228","conserved"
"4089","api7731","EfaB_MINUS_9917.g896","Coccidia"
"4090","api7735","EfaB_PLUS_34010.g2461","Coccidia"
"4091","api7737","EfaB_PLUS_50054.g2728","Coccidia"
"4092","api7738","EfaB_PLUS_25458.g2120","Coccidia"
"4093","api774","EfaB_PLUS_34010.g2440","conserved"
"4094","api7740","EfaB_MINUS_13398.g1207","Coccidia"
"4095","api7742","EfaB_MINUS_33854.g2515","Coccidia"
"4096","api7743","EfaB_MINUS_5727.g488","Coccidia"
"4097","api7745","EfaB_PLUS_5792.g560","Coccidia"
"4098","api7748","EfaB_MINUS_11124.g972","Coccidia"
"4099","api775","EfaB_MINUS_228.g16","conserved"
"4100","api7750","EfaB_MINUS_6253.g580","Coccidia"
"4101","api7756","EfaB_MINUS_5788.g499","Coccidia"
"4102","api7759","EfaB_PLUS_47595.g2679","Coccidia"
"4103","api776","EfaB_MINUS_53301.g2893","conserved"
"4104","api7762","EfaB_MINUS_13227.g1187","Coccidia"
"4105","api7766","EfaB_MINUS_47595.g2789","Coccidia"
"4106","api7768","EfaB_MINUS_58361.g2991","Coccidia"
"4107","api777","EfaB_PLUS_7048.g665","conserved"
"4108","api7771","EfaB_PLUS_40565.g2570","Coccidia"
"4109","api7772","EfaB_MINUS_331.g41","Coccidia"
"4110","api7773","EfaB_MINUS_19717.g1703","Coccidia"
"4111","api7774","EfaB_PLUS_18869.g1603","Coccidia"
"4112","api7778","EfaB_PLUS_22284.g1818","Coccidia"
"4113","api7779","EfaB_PLUS_17150.g1483","Coccidia"
"4114","api778","EfaB_MINUS_56725.g2978","conserved"
"4115","api7781","EfaB_PLUS_12420.g1068","Coccidia"
"4116","api7782","EfaB_MINUS_43533.g2736","Coccidia"
"4117","api7790","EfaB_MINUS_43533.g2755","Coccidia"
"4118","api7791","EfaB_MINUS_24117.g2055","Coccidia"
"4119","api7794","EfaB_MINUS_20412.g1822","Coccidia"
"4120","api7797","EfaB_PLUS_15576.g1306","Coccidia"
"4121","api7799","EfaB_MINUS_2336.g272","Coccidia"
"4122","api780","EfaB_PLUS_36188.g2483","conserved"
"4123","api7801","EfaB_PLUS_15648.g1321","Coccidia"
"4124","api7802","EfaB_PLUS_33854.g2426","Coccidia"
"4125","api7803","EfaB_PLUS_17195.g1490","Coccidia"
"4126","api7805","EfaB_PLUS_42996.g2604","Coccidia"
"4127","api7806","EfaB_PLUS_13222.g1102","Coccidia"
"4128","api7808","EfaB_PLUS_22450.g1837","Coccidia"
"4129","api781","EfaB_MINUS_23210.g2025","conserved"
"4130","api7810","EfaB_PLUS_13385.g1166","Coccidia"
"4131","api7812","EfaB_MINUS_4114.g397","Coccidia"
"4132","api7813","EfaB_MINUS_4114.g398","Coccidia"
"4133","api7815","EfaB_PLUS_34010.g2465","Coccidia"
"4134","api7819","EfaB_MINUS_5727.g480","Coccidia"
"4135","api782","EfaB_MINUS_34010.g2555","conserved"
"4136","api7821","EfaB_PLUS_17096.g1481","Coccidia"
"4137","api7822","EfaB_MINUS_23143.g1994","Coccidia"
"4138","api7825","EfaB_MINUS_38343.g2621","Coccidia"
"4139","api7828","EfaB_PLUS_6743.g633","Coccidia"
"4140","api7829","EfaB_PLUS_21840.g1790","Coccidia"
"4141","api783","EfaB_PLUS_36188.g2487","conserved"
"4142","api7830","EfaB_MINUS_17907.g1621","Coccidia"
"4143","api7834","EfaB_MINUS_5792.g539","Coccidia"
"4144","api7835","EfaB_MINUS_42996.g2700","Coccidia"
"4145","api7836","EfaB_PLUS_1711.g195","Coccidia"
"4146","api7837","EfaB_MINUS_2336.g256","Coccidia"
"4147","api7838","EfaB_MINUS_22450.g1945","Coccidia"
"4148","api7839","EfaB_PLUS_11414.g996","Coccidia"
"4149","api784","EfaB_MINUS_800.g99","conserved"
"4150","api7842","EfaB_PLUS_34010.g2454","Coccidia"
"4151","api7843","EfaB_PLUS_4849.g450","Coccidia"
"4152","api7846","EfaB_PLUS_25052.g2039","Coccidia"
"4153","api7847","EfaB_PLUS_2336.g252","Coccidia"
"4154","api7849","EfaB_PLUS_18869.g1590","Coccidia"
"4155","api785","EfaB_MINUS_31498.g2415","conserved"
"4156","api7853","EfaB_MINUS_3469.g346","Coccidia"
"4157","api7854","EfaB_PLUS_52892.g2755","Coccidia"
"4158","api7858","EfaB_PLUS_28261.g2243","Coccidia"
"4159","api786","EfaB_MINUS_3469.g339","conserved"
"4160","api7863","EfaB_PLUS_2526.g316","Coccidia"
"4161","api7864","EfaB_MINUS_5792.g523","Coccidia"
"4162","api7865","EfaB_MINUS_22450.g1914","Coccidia"
"4163","api787","EfaB_MINUS_6097.g572","conserved"
"4164","api7871","EfaB_MINUS_6743.g595","Coccidia"
"4165","api7873","EfaB_MINUS_25177.g2147","Coccidia"
"4166","api7874","EfaB_MINUS_22450.g1916","Coccidia"
"4167","api7879","EfaB_MINUS_31498.g2413","Coccidia"
"4168","api788","EfaB_PLUS_4114.g409","conserved"
"4169","api7881","EfaB_PLUS_28261.g2247","Coccidia"
"4170","api7882","EfaB_PLUS_52892.g2752","Coccidia"
"4171","api7884","EfaB_PLUS_7048.g703","Coccidia"
"4172","api7885","EfaB_PLUS_24117.g1972","Coccidia"
"4173","api7886","EfaB_MINUS_14978.g1269","Coccidia"
"4174","api7888","EfaB_MINUS_2387.g283","Coccidia"
"4175","api789","EfaB_MINUS_7742.g748","conserved"
"4176","api7890","EfaB_PLUS_2074.g244","Coccidia"
"4177","api7892","EfaB_PLUS_7048.g684","Coccidia"
"4178","api7896","EfaB_PLUS_15648.g1324","Coccidia"
"4179","api7899","EfaB_PLUS_20371.g1658","Coccidia"
"4180","api790","EfaB_MINUS_22450.g1913","conserved"
"4181","api7900","EfaB_PLUS_19717.g1628","Coccidia"
"4182","api7902","EfaB_MINUS_17096.g1532","Coccidia"
"4183","api7903","EfaB_MINUS_10843.g938","Coccidia"
"4184","api7906","EfaB_PLUS_58361.g2872","Coccidia"
"4185","api7907","EfaB_MINUS_49504.g2810","Coccidia"
"4186","api7909","EfaB_MINUS_7048.g692","Coccidia"
"4187","api7911","EfaB_PLUS_56725.g2789","Coccidia"
"4188","api7915","EfaB_PLUS_5792.g567","Coccidia"
"4189","api7916","EfaB_PLUS_5788.g521","Coccidia"
"4190","api7918","EfaB_PLUS_8664.g819","Coccidia"
"4191","api792","EfaB_MINUS_42996.g2721","conserved"
"4192","api7920","EfaB_PLUS_15576.g1282","Coccidia"
"4193","api7921","EfaB_MINUS_1711.g201","Coccidia"
"4194","api7922","EfaB_PLUS_1425.g177","Coccidia"
"4195","api7924","EfaB_MINUS_15697.g1399","Coccidia"
"4196","api7925","EfaB_MINUS_26136.g2219","Coccidia"
"4197","api7928","EfaB_MINUS_24117.g2075","Apicomplexa"
"4198","api793","EfaB_MINUS_7048.g654","conserved"
"4199","api794","EfaB_PLUS_13227.g1143","conserved"
"4200","api795","EfaB_PLUS_13385.g1167","conserved"
"4201","api7954","EfaB_PLUS_7048.g675","conserved"
"4202","api7957","EfaB_MINUS_1974.g210","Eimeria"
"4203","api796","EfaB_PLUS_31746.g2337","conserved"
"4204","api7967","EfaB_PLUS_34010.g2464","Apicomplexa"
"4205","api797","EfaB_PLUS_32574.g2367","conserved"
"4206","api7981","EfaB_PLUS_23143.g1920","Apicomplexa"
"4207","api7982","EfaB_PLUS_15648.g1336","Apicomplexa"
"4208","api7984","EfaB_MINUS_56725.g2928","Apicomplexa"
"4209","api7987","EfaB_PLUS_19717.g1625","Apicomplexa"
"4210","api7988","EfaB_MINUS_2526.g306","Apicomplexa"
"4211","api7989","EfaB_MINUS_38801.g2628","Apicomplexa"
"4212","api7991","EfaB_MINUS_2387.g284","Apicomplexa"
"4213","api7993","EfaB_MINUS_7742.g774","Apicomplexa"
"4214","api7994","EfaB_MINUS_24701.g2108","Coccidia"
"4215","api7995","EfaB_PLUS_15576.g1279","Eimeria"
"4216","api7996","EfaB_PLUS_19222.g1616","Coccidia"
"4217","api7997","EfaB_PLUS_20412.g1716","Coccidia"
"4218","api7998","EfaB_MINUS_6710.g585","Coccidia"
"4219","api7999","EfaB_MINUS_11882.g1051","conserved"
"4220","api8000","EfaB_MINUS_17096.g1530","Coccidia"
"4221","api8001","EfaB_PLUS_40637.g2577","Coccidia"
"4222","api8002","EfaB_MINUS_19717.g1705","Coccidia"
"4223","api8003","EfaB_MINUS_15349.g1310","Coccidia"
"4224","api8004","EfaB_MINUS_31498.g2390","Coccidia"
"4225","api8005","EfaB_MINUS_7048.g658","conserved"
"4226","api8006","EfaB_MINUS_27555.g2296","Coccidia"
"4227","api8007","EfaB_MINUS_36188.g2581","Eimeria"
"4228","api8008","EfaB_MINUS_12302.g1083","Eimeria"
"4229","api8009","EfaB_MINUS_22240.g1898","Coccidia"
"4230","api8010","EfaB_PLUS_15745.g1364","Coccidia"
"4231","api8011","EfaB_MINUS_7752.g814","conserved"
"4232","api8012","EfaB_PLUS_5792.g554","Coccidia"
"4233","api8013","EfaB_MINUS_720.g69","Eimeria"
"4234","api8014","EfaB_MINUS_800.g82","Eimeria"
"4235","api8015","EfaB_MINUS_1048.g130","Eimeria"
"4236","api8016","EfaB_MINUS_1307.g180","Eimeria"
"4237","api8017","EfaB_MINUS_1974.g214","Eimeria"
"4238","api8018","EfaB_MINUS_3310.g330","Eimeria"
"4239","api8019","EfaB_MINUS_3469.g348","Eimeria"
"4240","api8020","EfaB_MINUS_3973.g395","Eimeria"
"4241","api8021","EfaB_MINUS_4849.g441","Eimeria"
"4242","api8022","EfaB_MINUS_7742.g747","Eimeria"
"4243","api8023","EfaB_MINUS_8664.g827","Eimeria"
"4244","api8024","EfaB_MINUS_8734.g868","Eimeria"
"4245","api8025","EfaB_MINUS_11030.g958","Eimeria"
"4246","api8026","EfaB_MINUS_13222.g1129","Eimeria"
"4247","api8027","EfaB_MINUS_15576.g1332","Eimeria"
"4248","api8028","EfaB_MINUS_15648.g1356","Eimeria"
"4249","api8029","EfaB_MINUS_15648.g1391","Eimeria"
"4250","api8030","EfaB_MINUS_17400.g1575","Eimeria"
"4251","api8031","EfaB_MINUS_17907.g1641","Eimeria"
"4252","api8032","EfaB_MINUS_18587.g1664","Eimeria"
"4253","api8033","EfaB_MINUS_19047.g1684","Eimeria"
"4254","api8034","EfaB_MINUS_20371.g1741","Eimeria"
"4255","api8035","EfaB_MINUS_20371.g1742","Coccidia"
"4256","api8036","EfaB_MINUS_20412.g1810","Eimeria"
"4257","api8037","EfaB_MINUS_23210.g2030","Eimeria"
"4258","api8038","EfaB_MINUS_23210.g2031","Eimeria"
"4259","api8039","EfaB_MINUS_25019.g2109","Eimeria"
"4260","api8040","EfaB_MINUS_25177.g2140","Eimeria"
"4261","api8041","EfaB_MINUS_26136.g2216","Eimeria"
"4262","api8042","EfaB_MINUS_28261.g2332","Eimeria"
"4263","api8043","EfaB_MINUS_36188.g2577","Coccidia"
"4264","api8044","EfaB_MINUS_37748.g2596","Eimeria"
"4265","api8045","EfaB_MINUS_43533.g2777","Eimeria"
"4266","api8046","EfaB_MINUS_50054.g2838","Eimeria"
"4267","api8047","EfaB_MINUS_53301.g2897","Eimeria"
"4268","api8048","EfaB_MINUS_56725.g2929","Eimeria"
"4269","api8049","EfaB_MINUS_58361.g2996","Eimeria"
"4270","api8050","EfaB_PLUS_4114.g423","Eimeria"
"4271","api8051","EfaB_PLUS_13227.g1148","Eimeria"
"4272","api8052","EfaB_PLUS_14978.g1244","Eimeria"
"4273","api8053","EfaB_PLUS_14978.g1248","Eimeria"
"4274","api8054","EfaB_PLUS_17907.g1563","Eimeria"
"4275","api8055","EfaB_PLUS_20437.g1760","Eimeria"
"4276","api8056","EfaB_PLUS_22450.g1838","Eimeria"
"4277","api8057","EfaB_PLUS_22450.g1867","Eimeria"
"4278","api8058","EfaB_PLUS_25458.g2113","Eimeria"
"4279","api8059","EfaB_PLUS_26415.g2154","Eimeria"
"4280","api8060","EfaB_PLUS_26415.g2158","Eimeria"
"4281","api8061","EfaB_PLUS_26831.g2178","Eimeria"
"4282","api8062","EfaB_PLUS_33854.g2418","Eimeria"
"4283","api8063","EfaB_PLUS_34010.g2453","Eimeria"
"4284","api8064","EfaB_PLUS_38801.g2532","Eimeria"
"4285","api8065","EfaB_PLUS_38801.g2543","Coccidia"
"4286","api8066","EfaB_PLUS_39892.g2555","Eimeria"
"4287","api8067","EfaB_PLUS_43533.g2640","Eimeria"
"4288","api8068","EfaB_PLUS_53301.g2782","Eimeria"
"4289","api810","EfaB_MINUS_8664.g835","conserved"
"4290","api811","EfaB_MINUS_1048.g131","ApicomplexaC"
"4291","api813","EfaB_MINUS_4475.g423","conserved"
"4292","api813","EfaB_MINUS_45924.g2787","conserved"
"4293","api814","EfaB_MINUS_52892.g2860","conserved"
"4294","api815","EfaB_PLUS_25458.g2112","conserved"
"4295","api816","EfaB_PLUS_11882.g1024","conserved"
"4296","api817","EfaB_PLUS_53301.g2776","conserved"
"4297","api817","EfaB_PLUS_6743.g627","conserved"
"4298","api818","EfaB_MINUS_2336.g252","conserved"
"4299","api819","EfaB_MINUS_43533.g2734","conserved"
"4300","api820","EfaB_PLUS_43533.g2661","conserved"
"4301","api821","EfaB_MINUS_8817.g870","conserved"
"4302","api822","EfaB_MINUS_11882.g1043","conserved"
"4303","api822","EfaB_PLUS_5504.g479","conserved"
"4304","api823","EfaB_PLUS_26415.g2149","conserved"
"4305","api824","EfaB_PLUS_17901.g1530","conserved"
"4306","api825","EfaB_PLUS_11124.g957","conserved"
"4307","api826","EfaB_MINUS_12534.g1101","conserved"
"4308","api827","EfaB_PLUS_11233.g968","conserved"
"4309","api830","EfaB_PLUS_15697.g1346","conserved"
"4310","api832","EfaB_PLUS_13626.g1191","conserved"
"4311","api833","EfaB_PLUS_1307.g161","conserved"
"4312","api835","EfaB_MINUS_7099.g706","conserved"
"4313","api836","EfaB_PLUS_13227.g1144","ApicomplexaC"
"4314","api836","EfaB_PLUS_13227.g1145","ApicomplexaC"
"4315","api837","EfaB_MINUS_4114.g412","Coccidia"
"4316","api838","EfaB_PLUS_1001.g102","conserved"
"4317","api839","EfaB_MINUS_10843.g944","conserved"
"4318","api84","EfaB_MINUS_23210.g2027","conserved"
"4319","api84","EfaB_PLUS_193.g3","conserved"
"4320","api841","EfaB_MINUS_20371.g1763","ApicomplexaC"
"4321","api841","EfaB_PLUS_17150.g1486","ApicomplexaC"
"4322","api842","EfaB_MINUS_56725.g2982","Apicomplexa"
"4323","api843","EfaB_MINUS_14978.g1242","Coccidia"
"4324","api844","EfaB_PLUS_43143.g2628","conserved"
"4325","api845","EfaB_MINUS_22450.g1933","conserved"
"4326","api845","EfaB_PLUS_15349.g1272","conserved"
"4327","api846","EfaB_PLUS_20371.g1665","conserved"
"4328","api847","EfaB_MINUS_23143.g1998","conserved"
"4329","api848","EfaB_MINUS_800.g101","conserved"
"4330","api850","EfaB_PLUS_2387.g306","conserved"
"4331","api852","EfaB_MINUS_58361.g2997","conserved"
"4332","api853","EfaB_PLUS_13227.g1141","conserved"
"4333","api856","EfaB_MINUS_228.g29","conserved"
"4334","api857","EfaB_MINUS_1068.g145","conserved"
"4335","api858","EfaB_MINUS_25458.g2197","conserved"
"4336","api859","EfaB_MINUS_32658.g2478","conserved"
"4337","api860","EfaB_MINUS_15648.g1365","conserved"
"4338","api861","EfaB_MINUS_5788.g498","conserved"
"4339","api862","EfaB_MINUS_40637.g2669","conserved"
"4340","api863","EfaB_PLUS_28203.g2233","conserved"
"4341","api864","EfaB_MINUS_14667.g1231","conserved"
"4342","api8642","EfaB_MINUS_3416.g335","Efalciformis"
"4343","api8642","EfaB_MINUS_274.g34","Efalciformis"
"4344","api865","EfaB_MINUS_7703.g719","ApicomplexaC"
"4345","api8659","EfaB_MINUS_12265.g1068","Efalciformis"
"4346","api8659","EfaB_PLUS_800.g71","Efalciformis"
"4347","api866","EfaB_MINUS_720.g51","conserved"
"4348","api867","EfaB_MINUS_6743.g621","conserved"
"4349","api867","EfaB_MINUS_6743.g622","conserved"
"4350","api868","EfaB_MINUS_8664.g851","conserved"
"4351","api869","EfaB_PLUS_56725.g2812","conserved"
"4352","api873","EfaB_MINUS_17096.g1519","conserved"
"4353","api874","EfaB_MINUS_31498.g2419","conserved"
"4354","api876","EfaB_PLUS_276.g37","conserved"
"4355","api877","EfaB_PLUS_26831.g2175","conserved"
"4356","api878","EfaB_PLUS_5792.g548","conserved"
"4357","api880","EfaB_MINUS_32574.g2454","conserved"
"4358","api881","EfaB_MINUS_56725.g2939","conserved"
"4359","api882","EfaB_MINUS_1048.g128","conserved"
"4360","api883","EfaB_MINUS_20371.g1749","conserved"
"4361","api884","EfaB_MINUS_13716.g1222","conserved"
"4362","api885","EfaB_MINUS_23210.g2011","conserved"
"4363","api887","EfaB_MINUS_52892.g2874","conserved"
"4364","api888","EfaB_PLUS_20371.g1678","conserved"
"4365","api89","EfaB_MINUS_6743.g600","conserved"
"4366","api89","EfaB_PLUS_4114.g407","conserved"
"4367","api890","EfaB_MINUS_21549.g1866","conserved"
"4368","api891","EfaB_PLUS_25458.g2103","conserved"
"4369","api892","EfaB_MINUS_4891.g454","conserved"
"4370","api893","EfaB_PLUS_17096.g1470","conserved"
"4371","api897","EfaB_MINUS_34204.g2566","conserved"
"4372","api898","EfaB_MINUS_1527.g198","conserved"
"4373","api899","EfaB_PLUS_5792.g556","conserved"
"4374","api90","EfaB_MINUS_22450.g1915","Eimeria"
"4375","api900","EfaB_MINUS_13398.g1202","conserved"
"4376","api901","EfaB_MINUS_20371.g1792","conserved"
"4377","api903","EfaB_MINUS_3469.g358","conserved"
"4378","api904","EfaB_PLUS_5504.g481","conserved"
"4379","api905","EfaB_PLUS_3222.g331","conserved"
"4380","api906","EfaB_MINUS_7742.g779","conserved"
"4381","api907","EfaB_MINUS_5670.g478","conserved"
"4382","api908","EfaB_MINUS_17400.g1572","conserved"
"4383","api909","EfaB_PLUS_15697.g1350","conserved"
"4384","api910","EfaB_MINUS_14978.g1251","conserved"
"4385","api911","EfaB_MINUS_24117.g2067","conserved"
"4386","api912","EfaB_MINUS_43533.g2756","conserved"
"4387","api913","EfaB_MINUS_11135.g979","conserved"
"4388","api915","EfaB_MINUS_1068.g161","conserved"
"4389","api916","EfaB_MINUS_42996.g2707","conserved"
"4390","api917","EfaB_PLUS_11414.g997","conserved"
"4391","api919","EfaB_PLUS_800.g96","conserved"
"4392","api920","EfaB_MINUS_7048.g680","conserved"
"4393","api921","EfaB_PLUS_38343.g2530","conserved"
"4394","api922","EfaB_MINUS_11124.g973","conserved"
"4395","api923","EfaB_PLUS_15576.g1289","conserved"
"4396","api925","EfaB_PLUS_11882.g1022","conserved"
"4397","api926","EfaB_PLUS_19717.g1631","conserved"
"4398","api927","EfaB_MINUS_7742.g759","conserved"
"4399","api928","EfaB_PLUS_23210.g1948","conserved"
